SPEAKER,SENTENCE,DATAID,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스
점원,네 좀 기다리셔야 해요,16354840,D,소매,떡집,0,4,신선한 떡 요청,,A,,,,,네 좀 기다리셔야 해요,,,
고객,떡이 나오려면 얼마나 기다려야 하나요?,16354840,D,소매,떡집,1,5,떡 제조시간 문의,,Q,,떡이 나오려면 얼마나 기다려야 하나요?,,,,떡,,
점원,떡 나오는데 1시간 걸리세요,16354840,D,소매,떡집,0,6,떡 제조시간 문의,,A,,,,,떡 나오는데 1시간 걸리세요,"떡,1시간",,1시간/시간
고객,쌀가루 가져오면 할인해주시나요?,16354840,D,소매,떡집,1,7,가격할인 조건,,Q,,쌀가루 가져오면 할인해주시나요?,,,,"쌀가루,할인",,
점원,네 가공비만 받습니다,16354840,D,소매,떡집,0,8,가격할인 조건,,A,,,,,네 가공비만 받습니다,가공비,,
고객,카드 결제되나요?,16354840,D,소매,떡집,1,9,카드결제,,Q,,카드 결제되나요?,,,,"카드,결제",,
점원,네 그럼요,16354840,D,소매,떡집,0,10,카드결제,,A,,,,,네 그럼요,,,
고객,이 떡 얼마예요?,16394265,D,소매,떡집,1,1,가격 문의,,Q,,이 떡 얼마예요?,,,,떡,,
점원,3000원입니다,16394265,D,소매,떡집,0,2,가격 문의,,A,,,,,3000원입니다,3000원,,3000원/금액
고객,여기 몇 시까지 영업하나요?,16394265,D,소매,떡집,1,3,문닫는 시간문의,,Q,,여기 몇 시까지 영업하나요?,,,,"몇 시,영업",,몇 시/시간
점원,밤 9시까지 영업합니다,16394265,D,소매,떡집,0,4,문닫는 시간문의,,A,,,,,밤 9시까지 영업합니다,"밤 9시,영업",,밤 9시/시간
고객,여기에서 전철 타려면 어디가 가장 가깝나요?,16394265,D,소매,떡집,1,5,주변 시설 문의,,Q,,여기에서 전철 타려면 어디가 가장 가깝나요?,,,,전철,,전철/교통수단종류
점원,지하철 3호선 신사역이 가장 가깝습니다,16394265,D,소매,떡집,0,6,주변 시설 문의,,A,,,,,지하철 3호선 신사역이 가장 가깝습니다,"지하철 3호선,신사역",,지하철 3호선/지하철노선종류신사역/지하철역이름
고객,여기 주차장 있나요?,16394265,D,소매,떡집,1,7,주변 시설 문의,,Q,,여기 주차장 있나요?,,,,주차장,,
점원,건물 뒤편에 대시면 돼요,16394265,D,소매,떡집,0,8,주변 시설 문의,,A,,,,,건물 뒤편에 대시면 돼요,건물,,
고객,송편 있나요?,16394265,D,소매,떡집,1,9,떡 재고 문의,,Q,,송편 있나요?,,,,송편,,송편/떡종류
점원,송편은 다 나갔어요,16394265,D,소매,떡집,0,10,떡 재고 문의,,A,,,,,송편은 다 나갔어요,송편,,송편/떡종류
고객,개업기념으로 주문하려고 하려고요,16400921,D,소매,떡집,1,1,개업떡,,Q,,개업기념으로 주문하려고 하려고요,,,,"개업기념,주문",,
점원,날짜가 언제예요?,16400921,D,소매,떡집,0,2,개업떡,날짜,Q,,,날짜가 언제예요?,,,날짜,,
고객,다음 주 수요일이요,16400921,D,소매,떡집,1,3,개업떡,날짜,A,,,,다음 주 수요일이요,,"다음 주,수요일",,"다음 주/시간,수요일/요일"
고객,떡 2박스 가능한가요?,16400921,D,소매,떡집,1,4,박스포장 요청,,Q,,떡 2박스 가능한가요?,,,,"떡,2박스",,2박스/수량
점원,네 가능합니다,16400921,D,소매,떡집,0,5,박스포장 요청,,A,,,,,네 가능합니다,,,
고객,배달도 되나요?,16400921,D,소매,떡집,1,6,배달배송 문의,,Q,,배달도 되나요?,,,,배달,,
점원,배달도 해드립니다,16400921,D,소매,떡집,0,7,배달배송 문의,,A,,,,,배달도 해드립니다,배달,,
고객,그럼 배달해주세요,16400921,D,소매,떡집,1,8,배달배송 문의,,Q,,그럼 배달해주세요,,,,배달,,
점원,네 주소 적어주세요,16400921,D,소매,떡집,0,9,배달배송 문의,,A,,,,,네 주소 적어주세요,주소,,
고객,현금영수증 가능한가요?,16400921,D,소매,떡집,1,10,현금영수증 발급 문의,,Q,,현금영수증 가능한가요?,,,,현금영수증,,
점원,네 번호 눌러주세요,16400921,D,소매,떡집,0,11,현금영수증 발급 문의,,A,,,,,네 번호 눌러주세요,번호,,
고객,시루떡 좀 사려고 왔는데요,16379417,D,소매,떡집,1,1,종류별 떡 주문,,Q,,시루떡 좀 사려고 왔는데요,,,,시루떡,,시루떡/떡종류
점원,네 작은 게 6000원 큰 게 9000원합니다,16379417,D,소매,떡집,0,2,종류별 떡 주문,,A,,,,,네 작은 게 6000원 큰 게 9000원합니다,"6000원,9000원",,"6000원/금액,9000원/금액"
고객,그럼 작은 걸로 하나 주세요,16379417,D,소매,떡집,1,3,종류별 떡 주문,,Q,,그럼 작은 걸로 하나 주세요,,,,하나,,하나/수량
고객,여기 한과도 살 수 있나요?,16379417,D,소매,떡집,1,4,종류별 떡 주문,,Q,,여기 한과도 살 수 있나요?,,,,한과,,한과/과자류
점원,한과 같은 경우는 미리 주문해주셔야 해요,16379417,D,소매,떡집,0,5,종류별 떡 주문,,A,,,,,한과 같은 경우는 미리 주문해주셔야 해요,"한과,주문",,한과/과자류
고객,그럼 약과 100개 주문할게요,16379417,D,소매,떡집,1,6,종류별 떡 주문,,Q,,그럼 약과 100개 주문할게요,,,,"약과,100개,주문",,"약과/과자류,100개/수량"
점원,3일 정도 걸립니다,16379417,D,소매,떡집,0,7,종류별 떡 주문,,A,,,,,3일 정도 걸립니다,3일,,3일/날짜
고객,그럼 전부 카드로 결제할게요,16379417,D,소매,떡집,1,8,카드결제,,Q,,그럼 전부 카드로 결제할게요,,,,"카드,결제",,
점원,네 감사합니다,16379417,D,소매,떡집,0,9,카드결제,,A,,,,,네 감사합니다,,,
고객,생일떡 맞추고 싶어서 왔는데 가능한가요?,16336667,D,소매,떡집,1,1,생일떡,,Q,,생일떡 맞추고 싶어서 왔는데 가능한가요?,,,,생일떡,,생일떡/떡종류
점원,네 가능합니다,16336667,D,소매,떡집,0,2,생일떡,,A,,,,,네 가능합니다,,,
고객,그럼 다음 주 월요일 오후 12시까지 해주세요,16336667,D,소매,떡집,1,3,특정 기한까지 떡 완성 요청,,Q,,그럼 다음 주 월요일 오후 12시까지 해주세요,,,,"다음 주,월요일,오후 12시",,"다음 주/시간,월요일/요일,오후 12시/시간"
점원,네 얼마나 필요하세요?,16336667,D,소매,떡집,0,4,특정 기한까지 떡 완성 요청,떡 분량,Q,,,네 얼마나 필요하세요?,,,,,
고객,100인분 준비해주세요,16336667,D,소매,떡집,1,5,특정 기한까지 떡 완성 요청,떡 분량,A,,,,100인분 준비해주세요,,100인분,,100인분/인원
점원,네 다른 거 더 필요하신 건 없으신가요?,16336667,D,소매,떡집,0,6,특정 기한까지 떡 완성 요청,추가 필요 사항,Q,,,네 다른 거 더 필요하신 건 없으신가요?,,,,,
고객,아 이 무지개떡이랑 같이 결제해도 되죠?,16336667,D,소매,떡집,1,7,특정 기한까지 떡 완성 요청,추가 필요 사항,A,,,,아 이 무지개떡이랑 같이 결제해도 되죠?,,"무지개떡,결제",,무지개떡/떡종류
점원,네 30만 3000원입니다,16336667,D,소매,떡집,0,8,특정 기한까지 떡 완성 요청,,A,,,,,네 30만 3000원입니다,30만 3000원,,30만 3000원/금액
고객,떡 다 되면 제 번호로 미리 연락 좀 주실 수 있으세요?,16336667,D,소매,떡집,1,9,떡 완료 연락 요청,,Q,,떡 다 되면 제 번호로 미리 연락 좀 주실 수 있으세요?,,,,"번호,연락",,
점원,네 연락처 남겨주시면 연락드리겠습니다,16336667,D,소매,떡집,0,10,떡 완료 연락 요청,,A,,,,,네 연락처 남겨주시면 연락드리겠습니다,연락처,,
고객,떡국떡은 얼마예요?,16336668,D,소매,떡집,1,1,가격 문의,,Q,,떡국떡은 얼마예요?,,,,떡국떡,,떡국떡/떡종류
점원,5000원이요,16336668,D,소매,떡집,0,2,가격 문의,,A,,,,,5000원이요,5000원,,5000원/금액
고객,인절미랑 절편도 맛있어 보이네요,16336668,D,소매,떡집,1,3,맛 문의,,Q,,인절미랑 절편도 맛있어 보이네요,,,,"인절미,절편",,"인절미/떡종류,절편/떡종류"
점원,3팩 사시면 싸게 해드릴게요,16336668,D,소매,떡집,0,4,맛 문의,,A,,,,,3팩 사시면 싸게 해드릴게요,3팩,,3팩/수량
고객,그럼 떡국떡이랑 인절미 절편 꿀떡 주세요,16336668,D,소매,떡집,1,5,종류별 떡 주문,,Q,,그럼 떡국떡이랑 인절미 절편 꿀떡 주세요,,,,"떡국떡,인절미,절편,꿀떡",,"떡국떡/떡종류,인절미/떡종류,절편/떡종류,꿀떡/떡종류"
점원,남은 떡은 냉동실에 넣었다가 에어프라이기에 돌려먹어도 맛있어요,16336668,D,소매,떡집,0,6,종류별 떡 주문,,A,,,,,남은 떡은 냉동실에 넣었다가 에어프라이기에 돌려먹어도 맛있어요,"떡,냉동실,에어프라이기",,에어프라이기/가전제품종류
고객,결재는 현금으로 할게요,16336668,D,소매,떡집,1,7,현금결제,,Q,,결재는 현금으로 할게요,,,,"결제,현금",,
점원,"네, 맛있게 드세요",16336668,D,소매,떡집,0,8,현금결제,,A,,,,,"네, 맛있게 드세요",,,
고객,답례품으로 떡을 구매하고 싶은데 가능한가요?,16358944,D,소매,떡집,1,1,답례품,,Q,,답례품으로 떡을 구매하고 싶은데 가능한가요?,,,,"답례품,떡",,
점원,"네, 요즘 떡으로 답례품을 하시는 곳이 많습니다",16358944,D,소매,떡집,0,2,답례품,,A,,,,,"네, 요즘 떡으로 답례품을 하시는 곳이 많습니다","떡,답례품",,
고객,보통 어떤 떡으로 구성하나요?,16358944,D,소매,떡집,1,3,답례품,,Q,,보통 어떤 떡으로 구성하나요?,,,,떡,,
점원,미니 백설기 꿀떡 쑥떡 등 원하시는 떡으로 조합해 드려요,16358944,D,소매,떡집,0,4,답례품,,A,,,,,미니 백설기 꿀떡 쑥떡 등 원하시는 떡으로 조합해 드려요,"백설기,꿀떡,쑥떡,떡",,"백설기/떡종류,꿀떡/떡종류,쑥떡/떡종류"
고객,그럼 꿀떡과 백설기로 하겠습니다,16358944,D,소매,떡집,1,5,답례품,,Q,,그럼 꿀떡과 백설기로 하겠습니다,,,,"꿀떡,백설기",,"꿀떡/떡종류,백설기/떡종류"
점원,몇 세트나 필요하신가요?,16358944,D,소매,떡집,0,6,답례품,필요 수량,Q,,,몇 세트나 필요하신가요?,,,몇 세트,,몇 세트/수량
고객,50세트면 될 거 같아요,16358944,D,소매,떡집,1,7,답례품,필요 수량,A,,,,50세트면 될 거 같아요,,50세트,,50세트/수량
점원,원하시는 날짜가 있습니까?,16358944,D,소매,떡집,0,8,답례품,날짜,Q,,,원하시는 날짜가 있습니까?,,,날짜,,
고객,다음 달 둘째 주 토요일에 맞춰주세요,16358944,D,소매,떡집,1,9,답례품,날짜,A,,,,다음 달 둘째 주 토요일에 맞춰주세요,,"다음 달,둘째 주,토요일",,"다음 달/시간,둘째 주/시간,토요일/요일"
점원,네 그럼 날짜 맞춰 배달해드리겠습니다,16358944,D,소매,떡집,0,10,답례품,,A,,,,,네 그럼 날짜 맞춰 배달해드리겠습니다,"날짜,배달",,
고객,여기 진열된 떡은 할인되는 건가요?,16353571,D,소매,떡집,1,1,세일품목,,Q,,여기 진열된 떡은 할인되는 건가요?,,,,"진열,떡,할인",,
점원,3개 사시면 1개 공짜로 드립니다,16353571,D,소매,떡집,0,2,세일품목,,A,,,,,3개 사시면 1개 공짜로 드립니다,"3개,1개,공짜",,"3개/수량,1개/수량"
고객,아무거나 상관없이 할인되나요?,16353571,D,소매,떡집,1,3,세일품목,,Q,,아무거나 상관없이 할인되나요?,,,,할인,,
점원,그렇습니다,16353571,D,소매,떡집,0,4,세일품목,,A,,,,,그렇습니다,,,
고객,백설기하고 개피떡 절편 그리고 무지개떡으로 주세요,16353571,D,소매,떡집,1,5,종류별 떡 주문,,Q,,백설기하고 개피떡 절편 그리고 무지개떡으로 주세요,,,,"백설기,개피떡,절편,무지개떡",,"백설기/떡종류,개피떡/떡종류,절편/떡종류,무지개떡/떡종류"
점원,포장해드릴게요,16353571,D,소매,떡집,0,6,종류별 떡 주문,,A,,,,,포장해드릴게요,포장,,
고객,식혜는 없나요?,16353571,D,소매,떡집,1,7,음료(식혜 수정과 등) 판매 문의,,Q,,식혜는 없나요?,,,,식혜,,식혜/음료종류
점원,냉장고에 있습니다,16353571,D,소매,떡집,0,8,음료(식혜 수정과 등) 판매 문의,,A,,,,,냉장고에 있습니다,냉장고,,냉장고/가전제품종류
고객,식혜도 주십시오,16353571,D,소매,떡집,1,9,음료(식혜 수정과 등) 판매 문의,,Q,,식혜도 주십시오,,,,식혜,,식혜/음료종류
점원,감사합니다,16353571,D,소매,떡집,0,10,음료(식혜 수정과 등) 판매 문의,,A,,,,,감사합니다,,,
고객,인절미 언제 만든 거죠?,16350501,D,소매,떡집,1,1,제조일 문의,,Q,,인절미 언제 만든 거죠?,,,,인절미,,인절미/떡종류
점원,한 시간 전에 만든 거예요,16350501,D,소매,떡집,0,2,제조일 문의,,A,,,,,한 시간 전에 만든 거예요,"한,시간",한/하나,하나/수량
고객,맛있을 것 같아요,16350501,D,소매,떡집,1,3,맛 문의,,Q,,맛있을 것 같아요,,,,,,
점원,한번 드셔보실래요?,16350501,D,소매,떡집,0,4,맛 문의,시식 권유,Q,,,한번 드셔보실래요?,,,,,
고객,네 먹어볼래요,16350501,D,소매,떡집,1,5,맛 문의,시식 권유,A,,,,네 먹어볼래요,,,,
점원,떡이 쫄깃하죠?,16350501,D,소매,떡집,0,6,맛 문의,맛 의견 문의,Q,,,떡이 쫄깃하죠?,,,떡,,
고객,매우 맛있네요,16350501,D,소매,떡집,1,7,맛 문의,맛 의견 문의,A,,,,매우 맛있네요,,,,
점원,인절미 드릴까요?,16350501,D,소매,떡집,0,8,맛 문의,떡 구매 의사 문의,Q,,,인절미 드릴까요?,,,인절미,,인절미/떡종류
고객,네 두 상자 살게요,16350501,D,소매,떡집,1,9,맛 문의,떡 구매 의사 문의,A,,,,네 두 상자 살게요,,"두,상자",두/둘,둘/수량
점원,포장해드릴게요,16350501,D,소매,떡집,0,10,맛 문의,,A,,,,,포장해드릴게요,포장,,
고객,떡 단체 주문 가능한가요?,16357671,D,소매,떡집,1,1,단체떡,,Q,,떡 단체 주문 가능한가요?,,,,"떡,단체,주문",,
점원,네 수량은 얼마나 주문하실 건가요?,16357671,D,소매,떡집,0,2,단체떡,떡 수량,Q,,,네 수량은 얼마나 주문하실 건가요?,,,"수량,주문",,
고객,100개 정도 주문하고 싶습니다,16357671,D,소매,떡집,1,3,단체떡,떡 수량,A,,,,100개 정도 주문하고 싶습니다,,"100개,주문",,100개/수량
점원,어떤 떡 종류를 원하세요?,16357671,D,소매,떡집,0,4,떡 종류 문의,null,Q,,,어떤 떡 종류를 원하세요?,,,"떡,종류",,
고객,어르신들이 드실만한 떡이었으면 좋겠습니다,16357671,D,소매,떡집,1,5,떡 종류 문의,null,A,,,,어르신들이 드실만한 떡이었으면 좋겠습니다,,"어르신,떡",어르신/어른,어른/연령대
고객,어르신들이 드시기에 어떤 떡들이 좋을까요?,16357671,D,소매,떡집,1,6,연령별 떡 추천 요청,,Q,,어르신들이 드시기에 어떤 떡들이 좋을까요?,,,,"어르신,떡",어르신/어른,어른/연령대
점원,어르신들이 좋아하는 시루떡이나 팥떡 인절미 등으로 골고루 담아드리겠습니다,16357671,D,소매,떡집,0,7,연령별 떡 추천 요청,,A,,,,,어르신들이 좋아하는 시루떡이나 팥떡 인절미 등으로 골고루 담아드리겠습니다,"어르신,시루떡,팥떡,인절미",어르신/어른,"어른/연령대,시루떡/떡종류,팥떡/떡종류,인절미/떡종류"
고객,현금영수증 발급해주세요,16357671,D,소매,떡집,1,8,현금영수증 발급 문의,,Q,,현금영수증 발급해주세요,,,,현금영수증,,
점원,발급해드렸고 떡은 내일 오전 9시 이후로 찾아가시면 됩니다,16357671,D,소매,떡집,0,9,현금영수증 발급 문의,,A,,,,,발급해드렸고 떡은 내일 오전 9시 이후로 찾아가시면 됩니다,"떡,내일,오전 9시",,"내일/시간,오전 9시/시간"
고객,떡 한 팩에 얼마인가요?,16355881,D,소매,떡집,1,1,가격 문의,,Q,,떡 한 팩에 얼마인가요?,,,,"떡,한,팩",한/하나,하나/수량
점원,2천 원입니다,16355881,D,소매,떡집,0,2,가격 문의,,A,,,,,2천 원입니다,2천 원,,2천 원/금액
고객,이 떡은 찹쌀을 사용했나요?,16355881,D,소매,떡집,1,3,재료 문의,,Q,,이 떡은 찹쌀을 사용했나요?,,,,"떡,찹쌀",,찹쌀/쌀종류
점원,아니요. 이 떡은 멥쌀로 만든 떡이에요,16355881,D,소매,떡집,0,4,재료 문의,,A,,,,,아니요. 이 떡은 멥쌀로 만든 떡이에요,"떡,멥쌀,떡",,멥쌀/쌀종류
고객,개피떡 있나요?,16355881,D,소매,떡집,1,5,종류별 떡 주문,,Q,,개피떡 있나요?,,,,개피떡,,개피떡/떡종류
점원,네 여기 있습니다,16355881,D,소매,떡집,0,6,종류별 떡 주문,,A,,,,,네 여기 있습니다,,,
고객,무지개떡 30개 주문하려고 하는데 가능한가요?,16355881,D,소매,떡집,1,7,종류별 떡 주문,,Q,,무지개떡 30개 주문하려고 하는데 가능한가요?,,,,"무지개떡,30개,주문",,"무지개떡/떡종류,30개/수량"
점원,네 가능합니다,16355881,D,소매,떡집,0,8,종류별 떡 주문,,A,,,,,네 가능합니다,,,
고객,백설기 주문 가능한가요?,16408619,D,소매,떡집,1,1,종류별 떡 주문,,Q,,백설기 주문 가능한가요?,,,,"백설기,주문",,백설기/떡종류
점원,네 어떻게 쓰실 것인가요?,16408619,D,소매,떡집,0,2,종류별 떡 주문,사용용도 확인,Q,,,네 어떻게 쓰실 것인가요?,,,,,
고객,아기 백일잔치하려고요,16408619,D,소매,떡집,1,3,종류별 떡 주문,사용용도 확인,A,,,,아기 백일잔치하려고요,,"아기,백일잔치",,아기/연령대
고객,한 말 정도 하려고 하는데 얼마인가요?,16408619,D,소매,떡집,1,4,가격 문의,,Q,,한 말 정도 하려고 하는데 얼마인가요?,,,,한 말,,한 말/수량
점원,한 말에 6만 원이에요,16408619,D,소매,떡집,0,5,가격 문의,,A,,,,,한 말에 6만 원이에요,"한 말,6만 원",,"한 말/수량,6만 원/금액"
고객,혹시 배달도 되나요?,16408619,D,소매,떡집,1,6,배달배송 문의,,Q,,혹시 배달도 되나요?,,,,배달,,
점원,네  언제까지 가져다드릴까요?,16408619,D,소매,떡집,0,7,배달배송 문의,떡 배달 기한,Q,,,네  언제까지 가져다드릴까요?,,,,,
고객,수요일 11시까지 부탁드려요,16408619,D,소매,떡집,1,8,배달배송 문의,떡 배달 기한,A,,,,수요일 11시까지 부탁드려요,,"수요일,11시",,"수요일/요일,11시/시간"
점원,네 비용은 선불입니다,16408619,D,소매,떡집,0,9,배달배송 문의,,A,6,,,,네 비용은 선불입니다,"비용,선불",,
고객,떡 한 팩에 얼마인가요?,16380210,D,소매,떡집,1,1,가격 문의,,Q,,떡 한 팩에 얼마인가요?,,,,"떡,한 팩",한/하나,하나/수량
점원,2000원입니다,16380210,D,소매,떡집,0,2,가격 문의,,A,,,,,2000원입니다,2000원,,2000원/금액
고객,여기 전시된 게 다인가요?,16380210,D,소매,떡집,1,3,떡 종류 문의,,Q,,여기 전시된 게 다인가요?,,,,전시,,
점원,가래떡은 지금 뽑고 있어서 3분 정도 기다리셔야 합니다,16380210,D,소매,떡집,0,4,떡 종류 문의,,A,,,,,가래떡은 지금 뽑고 있어서 3분 정도 기다리셔야 합니다,"가래떡,3분",,"가래떡/떡종류,3분/시간"
고객,그럼 기다릴 테니 가래떡 3팩 포장해주세요,16380210,D,소매,떡집,1,5,떡 주문,,Q,,그럼 기다릴 테니 가래떡 3팩 포장해주세요,,,,"가래떡,3팩,포장",,"가래떡/떡종류,3/수량"
점원,네.,16380210,D,소매,떡집,0,6,떡 주문,,A,,,,,네.,,,
고객,현금으로 하려고 하는 데 현금영수증 가능한가요?,16380210,D,소매,떡집,1,7,현금영수증 발급 문의,,Q,,현금으로 하려고 하는 데 현금영수증 가능한가요?,,,,"현금,현금영수증",,
점원,네 핸드폰 번호 입력 부탁드립니다,16380210,D,소매,떡집,0,8,현금영수증 발급 문의,,A,,,,,네 핸드폰 번호 입력 부탁드립니다,"핸드폰,번호",,핸드폰/통신수단종류
고객,포장될 때까지 안에서 기다려도 될까요?,16380210,D,소매,떡집,1,9,떡 포장 요청,,Q,,포장될 때까지 안에서 기다려도 될까요?,,,,포장,,
점원,네 들어오세요,16380210,D,소매,떡집,0,10,떡 포장 요청,,A,,,,,네 들어오세요,,,
고객,떡국떡 얼마에요?,16397619,D,소매,떡집,1,1,가격 문의,,Q,,떡국떡 얼마에요?,,,,떡국떡,,떡국떡/떡종류
점원,한 봉지에 3천 원입니다,16397619,D,소매,떡집,0,2,가격 문의,,A,,,,,한 봉지에 3천 원입니다,"한,봉지,3천 원",한/하나,"하나/수량,3천 원/금액"
고객,오늘 나온 거 맞지요?,16397619,D,소매,떡집,1,3,제조일 문의,,Q,,오늘 나온 거 맞지요?,,,,오늘,,오늘/시간
점원,네.,16397619,D,소매,떡집,0,4,제조일 문의,,A,,,,,네.,,,
고객,약밥은 없나요?,16397619,D,소매,떡집,1,5,떡 종류 문의,,Q,,약밥은 없나요?,,,,약밥,,약밥/떡종류
점원,약밥은 다 떨어졌어요,16397619,D,소매,떡집,0,6,떡 종류 문의,,A,,,,,약밥은 다 떨어졌어요,약밥,,약밥/떡종류
고객,그럼 떡국떡 한 봉지만 주세요,16397619,D,소매,떡집,1,7,떡 주문,,Q,,그럼 떡국떡 한 봉지만 주세요,,,,"떡국떡,한,봉지",한/하나,"떡국떡/떡종류,하나/수량"
점원,3천 원입니다,16397619,D,소매,떡집,0,8,떡 주문,,A,,,,,3천 원입니다,3천 원,,3천 원/금액
고객,백일떡을 주문할 수 있을까요?,16354099,D,소매,떡집,1,1,백일 떡,,Q,,백일떡을 주문할 수 있을까요?,,,,"백일떡,주문",,백일떡/떡종류
점원,네.,16354099,D,소매,떡집,0,2,백일 떡,,A,,,,,네.,,,
고객,이번 주 토요일까지 200개 가능할까요?,16354099,D,소매,떡집,1,3,제조가능일 문의,,Q,,이번 주 토요일까지 200개 가능할까요?,,,,"이번 주,토요일,200개",,"이번 주/시간,토요일/요일,200개/수량"
점원,시간이 조금 촉박하네요,16354099,D,소매,떡집,0,4,제조가능일 문의,,A,,,,,시간이 조금 촉박하네요,시간,,
고객,토요일까지 많이 어려울까요?,16354099,D,소매,떡집,1,5,제조가능일 문의,,Q,,토요일까지 많이 어려울까요?,,,,토요일,,토요일/요일
점원,어떤 종류의 떡을 원하세요?,16354099,D,소매,떡집,0,6,제조가능일 문의,떡 종류,Q,,,어떤 종류의 떡을 원하세요?,,,"종류,떡",,
고객,예쁜 상자에 백설기와 꿀떡을 섞어 담았으면 해요,16354099,D,소매,떡집,1,7,제조가능일 문의,떡 종류,A,,,,예쁜 상자에 백설기와 꿀떡을 섞어 담았으면 해요,,"상자,백설기,꿀떡",,"백설기/떡종류,꾹떡/떡종류"
점원,떡에 특정 모양을 새기지 않으실 경우 토요일까지 맞춰 드릴 수 있어요,16354099,D,소매,떡집,0,8,제조가능일 문의,,A,5,,,,떡에 특정 모양을 새기지 않으실 경우 토요일까지 맞춰 드릴 수 있어요,"떡,모양,토요일",,토요일/요일
고객,대신 감사 문구가 적힌 스티커를 상자 위에 부착해주실 순 있나요?,16354099,D,소매,떡집,1,9,감사문구 박스 표시 요청,,Q,,대신 감사 문구가 적힌 스티커를 상자 위에 부착해주실 순 있나요?,,,,"감사,문구,스티커,상자",,
점원,네. 가능합니다,16354099,D,소매,떡집,0,10,감사문구 박스 표시 요청,,A,,,,,네. 가능합니다,,,
고객,어떤 떡이 잘 나가나요?,16421429,D,소매,떡집,1,1,인기상품 문의,,Q,,어떤 떡이 잘 나가나요?,,,,떡,,
점원,인절미가 가장 잘 나가요,16421429,D,소매,떡집,0,2,인기상품 문의,,A,,,,,인절미가 가장 잘 나가요,인절미,,인절미/떡종류
고객,시식할 수 있나요?,16421429,D,소매,떡집,1,3,시식 여부 문의,,Q,,시식할 수 있나요?,,,,시식,,
점원,네. 가능합니다,16421429,D,소매,떡집,0,4,시식 여부 문의,,A,,,,,네. 가능합니다,,,
고객,인절미 두 팩 주시겠어요?,16421429,D,소매,떡집,1,5,종류별 떡 주문,,Q,,인절미 두 팩 주시겠어요?,,,,"인절미,두,팩",두/둘,"인절미/떡종류,둘/수량"
점원,여기 있습니다,16421429,D,소매,떡집,0,6,종류별 떡 주문,,A,,,,,여기 있습니다,,,
고객,밀떡 말고 쌀떡 있을까요?,16400694,D,소매,떡집,1,1,종류별 떡 주문,,Q,,밀떡 말고 쌀떡 있을까요?,,,,"밀떡,쌀떡",,"밀떡/떡종류,쌀떡/떡종류"
점원,오늘은 밀로 만든 것밖에 없네요,16400694,D,소매,떡집,0,2,종류별 떡 주문,,A,,,,,오늘은 밀로 만든 것밖에 없네요,"오늘,밀",,"오늘/시간,밀/곡물류"
고객,전부 오늘 만든 떡인가요?,16400694,D,소매,떡집,1,3,제조일 문의,,Q,,전부 오늘 만든 떡인가요?,,,,"오늘,떡",,오늘/시간
점원,전부 오늘 아침에 만든 거예요,16400694,D,소매,떡집,0,4,제조일 문의,,A,,,,,전부 오늘 아침에 만든 거예요,"오늘,아침",,"오늘/시간,아침/시간"
고객,3개 사면 할인해주시는 건가요?,16400694,D,소매,떡집,1,5,가격할인 조건,,Q,,3개 사면 할인해주시는 건가요?,,,,"3개,할인",,3개/수량
점원,네 3개 구매하시면 하나 더 드려요,16400694,D,소매,떡집,0,6,가격할인 조건,,A,,,,,네 3개 구매하시면 하나 더 드려요,"3개,구매,하나",,"3개/수량,하나/수량"
고객,제가 원하는 걸로 주시는 건가요?,16400694,D,소매,떡집,1,7,희망상품 문의,,Q,,제가 원하는 걸로 주시는 건가요?,,,,,,
점원,아니요 겹치지 않는 종류로 랜덤으로 드립니다,16400694,D,소매,떡집,0,8,희망상품 문의,,A,,,,,아니요 겹치지 않는 종류로 랜덤으로 드립니다,종류,,
고객,콩 안 들어간 걸로 부탁드려도 될까요?,16400694,D,소매,떡집,1,9,특정재료 제외 요청,,Q,,콩 안 들어간 걸로 부탁드려도 될까요?,,,,콩,,콩/곡물류
점원,그렇게 해드릴게요,16400694,D,소매,떡집,0,10,특정재료 제외 요청,,A,,,,,그렇게 해드릴게요,,,
고객,가장 따뜻한 떡은 언제 먹을 수 있나요?,16409399,D,소매,떡집,1,1,떡 나오는 시간 문의,,Q,,가장 따뜻한 떡은 언제 먹을 수 있나요?,,,,떡,,
점원,11시에 첫 떡이 나옵니다,16409399,D,소매,떡집,0,2,떡 나오는 시간 문의,,A,,,,,11시에 첫 떡이 나옵니다,"11시,떡",,11시/시간
고객,바람떡은 없나요?,16409399,D,소매,떡집,1,3,떡 종류 문의,,Q,,바람떡은 없나요?,,,,바람떡,,바람떡/떡종류
점원,저희는 바람떡이 없습니다,16409399,D,소매,떡집,0,4,떡 종류 문의,,A,,,,,저희는 바람떡이 없습니다,바람떡,,바람떡/떡종류
고객,전화 주문 예약도 가능한가요?,16409399,D,소매,떡집,1,5,예약주문 여부,,Q,,전화 주문 예약도 가능한가요?,,,,"전화,주문,예약",,
점원,네 가능합니다,16409399,D,소매,떡집,0,6,예약주문 여부,,A,,,,,네 가능합니다,,,
