SPEAKER,SENTENCE,DATAID,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스
점원,"네, 시간제로는 안 되고, 하루 단위로는 할 수 있습니다",이수연_독서실_2,E,생활서비스,독서실,0,2,등록 기간 문의,,A,,,,,"네, 시간제로는 안 되고, 하루 단위로는 할 수 있습니다","시간제, 하루",,하루/이용기간
고객,하루에 얼만데요?,이수연_독서실_2,E,생활서비스,독서실,1,3,가격 문의,,Q,,하루에 얼만데요?,,,,하루,,하루/이용기간
점원,성인이 이용하시는 거예요?,이수연_독서실_2,E,생활서비스,독서실,0,4,입실 가능 문의,신분,Q,,,성인이 이용하시는 거예요?,,,"성인, 이용",,성인/신분
고객,"아니요, 중학생이에요",이수연_독서실_2,E,생활서비스,독서실,1,5,입실 가능 문의,신분,A,,,,"아니요, 중학생이에요",,중학생,,중학생/신분
점원,학생은 하루에 5천 원입니다,이수연_독서실_2,E,생활서비스,독서실,0,6,가격 문의,,A,3,,,,학생은 하루에 5천 원입니다,"학생, 하루, 5천 원",,"하루/이용기간, 5천 원/이용요금"
고객,한 달씩 이렇게 하면요?,이수연_독서실_2,E,생활서비스,독서실,1,7,가격 문의,,Q,,한 달씩 이렇게 하면요?,,,,한 달,,한 달/이용기간
점원,한 달에 6만 원입니다,이수연_독서실_2,E,생활서비스,독서실,0,8,가격 문의,,A,,,,,한 달에 6만 원입니다,"한 달, 6만 원",,"한 달/이용기간, 6만 원/이용요금"
고객,시간은 어떻게 되여?,이수연_독서실_2,E,생활서비스,독서실,1,9,이용 시간 문의,,Q,,시간은 어떻게 되여?,,,,시간,,
점원,시간은 오전 8시 30분에 열어서 새벽 1시까지 하고 있습니다,이수연_독서실_2,E,생활서비스,독서실,0,10,이용 시간 문의,,A,,,,,시간은 오전 8시 30분에 열어서 새벽 1시까지 하고 있습니다,"시간, 오전 8시 30분, 새벽 1시",,"오전 8시 30분/오픈시간, 새벽 1시/마감시간"
고객,문으로 되어있는 좌석이 특실이에요?,이수연_독서실_2,E,생활서비스,독서실,1,11,독서실 내 시설 문의,,Q,,문으로 되어있는 좌석이 특실이에요?,,,,"좌석, 특실",,특실/열람실종류
점원,"네, 특실입니다",이수연_독서실_2,E,생활서비스,독서실,0,12,독서실 내 시설 문의,,A,,,,,"네, 특실입니다",특실,,특실/열람실종류
고객,지금 특실 빈방있음 한번 봐주세요,이수연_독서실_2,E,생활서비스,독서실,1,13,열람실 보기 요청,,Q,,지금 특실 빈방있음 한번 봐주세요,,,,"지금, 특실, 빈방, 한번",,"특실/열람실종류, 한번/횟수"
점원,지금 특실은 빈자리가 없습니다,이수연_독서실_2,E,생활서비스,독서실,0,14,열람실 보기 요청,,A,,,,,지금 특실은 빈자리가 없습니다,"지금, 특실, 빈자리",,특실/열람실종류
고객,특실은 얼만데요?,이수연_독서실_2,E,생활서비스,독서실,1,15,가격 문의,,Q,,특실은 얼만데요?,,,,특실,,특실/열람실종류
점원,특실은 하루에 6천 원입니다,이수연_독서실_2,E,생활서비스,독서실,0,16,가격 문의,,A,,,,,특실은 하루에 6천 원입니다,"특실, 하루, 6천 원",,"특실/열람실종류, 하루/이용기간, 6천 원/이용요금"
고객,특실 한 달은 얼마?,이수연_독서실_2,E,생활서비스,독서실,1,17,가격 문의,,Q,,특실 한 달은 얼마?,,,,"특실, 한 달",,"특실/열람실종류, 한 달/이용기간"
점원,특실 한 달은 8만 원입니다,이수연_독서실_2,E,생활서비스,독서실,0,18,가격 문의,,A,,,,,특실 한 달은 8만 원입니다,"특실, 한 달, 8만 원",,"특실/열람실종류, 한 달/이용기간, 8만 원/이용요금"
고객,특실을 할라하면 미리 예약을 해야 해요?,이수연_독서실_2,E,생활서비스,독서실,1,19,예약 문의,,Q,,특실을 할라하면 미리 예약을 해야 해요?,,,,"특실, 예약",,특실/열람실종류
점원,예약해도 되는데 지금 밀려있어서요,이수연_독서실_2,E,생활서비스,독서실,0,20,예약 문의,,A,,,,,예약해도 되는데 지금 밀려있어서요,"예약, 지금",,
고객,특실은 몇 명인데요?,이수연_독서실_2,E,생활서비스,독서실,1,21,인원배정 문의,,Q,,특실은 몇 명인데요?,,,,"특실, 몇 명",,"특실/열람실종류, 몇 명/인원수"
점원,하나의 방에 14개 있어서 특실은 14명 정도 수용할 수 있습니다,이수연_독서실_2,E,생활서비스,독서실,0,22,인원배정 문의,,A,,,,,하나의 방에 14개 있어서 특실은 14명 정도 수용할 수 있습니다,"하나, 14개, 특실, 14명",,"하나/개수, 14개/개수, 특실/열람실종류, 14명/인원수"
고객,하루는 얼마에요?,이수연_독서실_3,E,생활서비스,독서실,1,1,가격 문의,,Q,,하루는 얼마에요?,,,,하루,,하루/이용기간
점원,하루에 5천 원입니다,이수연_독서실_3,E,생활서비스,독서실,0,2,가격 문의,,A,,,,,하루에 5천 원입니다,"하루, 5천 원",,"하루/이용기간, 5천 원/이용요금"
고객,시간도 해요?,이수연_독서실_3,E,생활서비스,독서실,1,3,등록 기간 문의,,Q,,시간도 해요?,,,,시간,,
점원,시간제는 안 하고 있습니다,이수연_독서실_3,E,생활서비스,독서실,0,4,등록 기간 문의,,A,,,,,시간제는 안 하고 있습니다,시간제,,
고객,"토요일, 일요일 이렇게 한 달 끊으면은?",이수연_독서실_3,E,생활서비스,독서실,1,5,가격 문의,,Q,,"토요일, 일요일 이렇게 한 달 끊으면은?",,,,"토요일, 일요일, 한 달",,"토요일/운영요일, 일요일/운영요일, 한 달/이용기간"
점원,4만 원입니다,이수연_독서실_3,E,생활서비스,독서실,0,6,가격 문의,,A,,,,,4만 원입니다,4만 원,,4만 원/이용요금
고객,시간은 어떻게 되요?,이수연_독서실_3,E,생활서비스,독서실,1,7,이용 시간 문의,,Q,,시간은 어떻게 되요?,,,,시간,,
점원,"아침 8시 30분에 오픈하고, 새벽 1시 30분까지 하고 있습니다",이수연_독서실_3,E,생활서비스,독서실,0,8,이용 시간 문의,,A,,,,,"아침 8시 30분에 오픈하고, 새벽 1시 30분까지 하고 있습니다","아침 8시 30분, 오픈, 새벽 1시 30분",,"아침 8시 30분/오픈시간, 새벽 1시 30분/마감시간"
고객,"주말에 예를 들어서 2개월, 3개월 이런 식으로 한꺼번에 끊으면은 가격이 계속 DC가 되나요?",이수연_독서실_3,E,생활서비스,독서실,1,9,할인 문의,,Q,,"주말에 예를 들어서 2개월, 3개월 이런 식으로 한꺼번에 끊으면은 가격이 계속 DC가 되나요?",,,,"주말, 2개월, 3개월, 가격, DC",DC/DISCOUNT(할인),"2개월/이용기간, 3개월/이용기간"
점원,주말만 하면 할인은 되지 않습니다,이수연_독서실_3,E,생활서비스,독서실,0,10,할인 문의,,A,,,,,주말만 하면 할인은 되지 않습니다,"주말, 할인",,
고객,방 같이 공부할 수 있는 그런 거 있어요?,이수연_독서실_3,E,생활서비스,독서실,1,11,독서실 내 시설 문의,,Q,,방 같이 공부할 수 있는 그런 거 있어요?,,,,방,,
점원,"네, 1인실 있습니다",이수연_독서실_3,E,생활서비스,독서실,0,12,독서실 내 시설 문의,,A,,,,,"네, 1인실 있습니다",1인실,,1인실/열람실종류
고객,1인실은 얼만데요?,이수연_독서실_3,E,생활서비스,독서실,1,13,가격 문의,,Q,,1인실은 얼만데요?,,,,1인실,,1인실/열람실종류
점원,1인실은 하루에 5천 원입니다,이수연_독서실_3,E,생활서비스,독서실,0,14,가격 문의,,A,,,,,1인실은 하루에 5천 원입니다,"1인실, 하루, 5천 원",,"1인실/열람실종류, 하루/이용기간, 5천 원/이용요금"
고객,1인실은 한 달에 얼마에요?,이수연_독서실_3,E,생활서비스,독서실,1,15,가격 문의,,Q,,1인실은 한 달에 얼마에요?,,,,"1인실, 한 달",,"1인실/열람실종류, 한 달/이용기간"
점원,한 달에 8만 원입니다,이수연_독서실_3,E,생활서비스,독서실,0,16,가격 문의,,A,,,,,한 달에 8만 원입니다,"한 달, 8만 원",,"한 달/이용기간, 8만 원/이용요금"
고객,여기는 월 단위로 내는 거예요?,홍은민_독서실_1,E,생활서비스,독서실,1,1,가격 문의,,Q,,여기는 월 단위로 내는 거예요?,,,,월,,월/이용기간
점원,"자율석, 지정석 두 가지 있는데 한 달 가격은 자율석 155000원, 지정석 185000원입니다",홍은민_독서실_1,E,생활서비스,독서실,0,2,가격 문의,,A,,,,,"자율석, 지정석 두 가지 있는데 한 달 가격은 자율석 155000원, 지정석 185000원입니다","자율석, 지정석, 두 가지, 한 달, 가격, 155000원, 185000원",,"자율석/자리종류, 지정석/자리종류, 두 가지/개수, 한 달/이용기간, 155000/이용요금, 185000원/이용요금"
고객,시간은 그냥 자유롭게 하는 거죠?,홍은민_독서실_1,E,생활서비스,독서실,1,3,이용 시간 문의,,Q,,시간은 그냥 자유롭게 하는 거죠?,,,,시간,,
점원,"네, 자유롭게 이용하시면 됩니다",홍은민_독서실_1,E,생활서비스,독서실,0,4,이용 시간 문의,,A,,,,,"네, 자유롭게 이용하시면 됩니다",이용,,
고객,언제든지 왔다갔다 할 수 있어요?,홍은민_독서실_1,E,생활서비스,독서실,1,5,자리 교체 문의,,Q,,언제든지 왔다갔다 할 수 있어요?,,,,,,
점원,자율석 같은 경우 좌석 종류가 다양해서 실시간으로 이동하시면서 공부 가능합니다,홍은민_독서실_1,E,생활서비스,독서실,0,6,자리 교체 문의,,A,,,,,자율석 같은 경우 좌석 종류가 다양해서 실시간으로 이동하시면서 공부 가능합니다,"자율석, 좌석, 종류, 실시간, 이동, 공부, 가능",,자율석/자리종류
고객,부담스럽긴 부담스러운 가격이죠?,홍은민_독서실_1,E,생활서비스,독서실,1,7,가격 문의,,Q,,부담스럽긴 부담스러운 가격이죠?,,,,가격,,
점원,이벤트를 다양하게 하고 있는데 일주일 단위로 미션을 제공해서 완료하면 6천 원이나 만 원 이렇게 소정의 포인트를 지급해서 현금처럼 사용할 수 있기 때문에 할인은 따로 없습니다,홍은민_독서실_1,E,생활서비스,독서실,0,8,할인 문의,,A,,,,,이벤트를 다양하게 하고 있는데 일주일 단위로 미션을 제공해서 완료하면 6천 원이나 만 원 이렇게 소정의 포인트를 지급해서 현금처럼 사용할 수 있기 때문에 할인은 따로 없습니다,"이벤트, 일주일, 6천 원, 만 원, 포인트, 지급, 현금, 사용, 할인",,"일주일/이벤트기간, 6천 원/포인트, 만 원/포인트, 현금/결제수단"
고객,지정석은 18만 원이고?,홍은민_독서실_1,E,생활서비스,독서실,1,9,가격 문의,,Q,,지정석은 18만 원이고?,,,,"지정석, 18만 원",,"지정석/자리종류, 18만 원/이용요금"
점원,"지정석은 185000원, 자율석은 155000원인데 무료체험 3일 있어서 먼저 이용해보시고 결정하시면 됩니다",홍은민_독서실_1,E,생활서비스,독서실,0,10,가격 문의,,A,,,,,"지정석은 185000원, 자율석은 155000원인데 무료체험 3일 있어서 먼저 이용해보시고 결정하시면 됩니다","지정석, 185000원, 자율석, 155000원, 무료, 체험, 3일, 이용, 결정",,"지정석/자리종류, 185000원/이용요금, 자율석/자리종류, 155000원/이용요금, 3일/이용기간"
고객,"남학생 방, 여학생 방 분리되어있죠?",홍은민_독서실_1,E,생활서비스,독서실,1,11,성별 분리룸 유무 문의,,Q,,"남학생 방, 여학생 방 분리되어있죠?",,,,"남학생, 방, 여학생",,"남학생/성별, 여학생/성별"
점원,"네, 독서실 형태 좌석이 있고, 자유롭게 공부하고 싶은 분들을 위해서 스퀘어 방도 따로 있습니다",홍은민_독서실_1,E,생활서비스,독서실,0,12,열람실 보기 요청,,A,,,,,"네, 독서실 형태 좌석이 있고, 자유롭게 공부하고 싶은 분들을 위해서 스퀘어 방도 따로 있습니다","독서실, 좌석, 공부, 스퀘어 방",,스퀘어 방/열람실종류
고객,분리하는데를 원하면은 그렇게 될 수 있죠?,홍은민_독서실_1,E,생활서비스,독서실,1,13,자리배치 문의,,Q,,분리하는데를 원하면은 그렇게 될 수 있죠?,,,,,,
점원,이용하시다가 바꾸셔도 됩니다,홍은민_독서실_1,E,생활서비스,독서실,0,14,자리배치 문의,,A,,,,,이용하시다가 바꾸셔도 됩니다,이용,,
고객,고정석인데도 그렇게 돼요?,홍은민_독서실_1,E,생활서비스,독서실,1,15,자리 교체 문의,,Q,,고정석인데도 그렇게 돼요?,,,,고정석,,고정석/자리종류
점원,"지정석은 남녀분리되어 있어서 바꿀 수 있고, 자율석은 남녀공용 입니다",홍은민_독서실_1,E,생활서비스,독서실,0,16,자리 교체 문의,,A,,,,,"지정석은 남녀분리되어 있어서 바꿀 수 있고, 자율석은 남녀공용 입니다","지정석, 남녀, 자율석",,"지정석/자리종류, 남녀/성별, 자율석/자리종류"
고객,애들 사물함도 있죠?,홍은민_독서실_1,E,생활서비스,독서실,1,17,별도 사물함 문의,,Q,,애들 사물함도 있죠?,,,,"애, 사물함",,사물함/독서실비품
점원,"네, 자율석, 지정석 모두 사물함 있습니다",홍은민_독서실_1,E,생활서비스,독서실,0,18,별도 사물함 문의,,A,,,,,"네, 자율석, 지정석 모두 사물함 있습니다","자율석, 지정석, 사물함",,"자율석/자리종류, 지정석/자리종류, 사물함/독서실비품"
고객,여기 독서실 이용하려면 어떻게 해야돼요?,홍은민_독서실_2,E,생활서비스,독서실,1,1,독서실 이용 문의,,Q,,여기 독서실 이용하려면 어떻게 해야돼요?,,,,"독서실, 이용",,
점원,다른데랑 똑같이 요금내고 이용하시면 되는데 저희 이용시간은 아침 9시부터 새벽 1시까지에요,홍은민_독서실_2,E,생활서비스,독서실,0,2,독서실 이용 문의,,A,,,,,다른데랑 똑같이 요금내고 이용하시면 되는데 저희 이용시간은 아침 9시부터 새벽 1시까지에요,"요금, 이용, 이용시간, 아침 9시, 새벽 1시",,"아침 9시/오픈시간, 새벽 1시/마감시간"
고객,요금은 어떻게 되죠?,홍은민_독서실_2,E,생활서비스,독서실,1,3,가격 문의,,Q,,요금은 어떻게 되죠?,,,,요금,,
점원,한달 요금은 65000원이고 하루는 4000원이에요,홍은민_독서실_2,E,생활서비스,독서실,0,4,가격 문의,,A,,,,,한달 요금은 65000원이고 하루는 4000원이에요,"한달, 요금, 65000원, 하루, 4000원",,"한달/이용기간, 65000원/이용요금, 하루/이용기간, 4000원/이용요금"
고객,우리 애가 독서실에서 공부를 하고 싶어하는데 방 어떤게 있나요?,홍은민_독서실_2,E,생활서비스,독서실,1,5,독서실 내 시설 문의,,Q,,우리 애가 독서실에서 공부를 하고 싶어하는데 방 어떤게 있나요?,,,,"애, 독서실, 공부, 방",,
점원,아이가 고등학생인가요?,홍은민_독서실_2,E,생활서비스,독서실,0,6,입실 가능 문의,신분,Q,,,아이가 고등학생인가요?,,,"아이, 고등학생",,
고객,네 고등학생이에요,홍은민_독서실_2,E,생활서비스,독서실,1,7,입실 가능 문의,신분,A,,,,네 고등학생이에요,,고등학생,,
점원,일반 독서실하고 다를 거 없이 방은 다 똑같아요,홍은민_독서실_2,E,생활서비스,독서실,0,8,독서실 내 시설 문의,,A,5,,,,일반 독서실하고 다를 거 없이 방은 다 똑같아요,"일반 독서실, 방",,
고객,남학생하고 여학생 방이 같은가요?,홍은민_독서실_2,E,생활서비스,독서실,1,9,성별 분리룸 유무 문의,,Q,,남학생하고 여학생 방이 같은가요?,,,,"남학생, 여학생, 방",,"남학생/성별, 여학생/성별"
점원,아니요 여학생 남학생 방이 따로 있어요,홍은민_독서실_2,E,생활서비스,독서실,0,10,성별 분리룸 유무 문의,,A,,,,,아니요 여학생 남학생 방이 따로 있어요,"여학생, 남학생, 방",,"여학생/성별, 남학생/성별"
고객,지금 방학기간이여서 사람이 많이 없는가봐요?,홍은민_독서실_2,E,생활서비스,독서실,1,11,등록 상황 문의,,Q,,지금 방학기간이여서 사람이 많이 없는가봐요?,,,,"방학기간, 사람",,
점원,네 방학기간이여서 사람이 줄었습니다,홍은민_독서실_2,E,생활서비스,독서실,0,12,등록 상황 문의,,A,,,,,네 방학기간이여서 사람이 줄었습니다,"방학기간, 사람",,
고객,독서실 관리하시는 분이 한 분인가요?,홍은민_독서실_2,E,생활서비스,독서실,1,13,입실사무 담당자 문의,,Q,,독서실 관리하시는 분이 한 분인가요?,,,,"독서실, 관리하시는 분, 한 분",분/사람,한 분/인원수
점원,네 저 혼자 관리합니다,홍은민_독서실_2,E,생활서비스,독서실,0,14,입실사무 담당자 문의,,A,,,,,네 저 혼자 관리합니다,"혼자, 관리",,
고객,우리 애가 독서실을 가고 싶어해서 분위기 한 번 보러 왔어요,홍은민_독서실_3,E,생활서비스,독서실,1,1,열람실 보기 요청,,Q,,우리 애가 독서실을 가고 싶어해서 분위기 한 번 보러 왔어요,,,,"애, 독서실, 분위기, 한 번",,한 번/횟수
점원,성별이 어떻게 되죠?,홍은민_독서실_3,E,생활서비스,독서실,0,2,성별 분리룸 유무 문의,성별 문의,Q,,,성별이 어떻게 되죠?,,,성별,,
고객,여자아이에요,홍은민_독서실_3,E,생활서비스,독서실,1,3,성별 분리룸 유무 문의,성별 문의,A,,,,여자아이에요,,여자,,여자/성별
점원,학생인가요?,홍은민_독서실_3,E,생활서비스,독서실,0,4,입실 가능 문의,신분,Q,,,학생인가요?,,,학생,,
고객,네 이제 고2 돼요,홍은민_독서실_3,E,생활서비스,독서실,1,5,입실 가능 문의,신분,A,,,,네 이제 고2 돼요,,고2,고2/고등학교 2학년,
점원,지금 1인실이랑 다인실 있는데 어디를 한 번 봐보시겠어요?,홍은민_독서실_3,E,생활서비스,독서실,0,6,열람실 보기 요청,열람실 안내,Q,,,지금 1인실이랑 다인실 있는데 어디를 한 번 봐보시겠어요?,,,"1인실, 다인실, 한 번",,"1인실/열람실종류, 다인실/열람실종류, 한 번/횟수"
고객,1인실이랑 다인실 비용이 어떻게 돼요?,홍은민_독서실_3,E,생활서비스,독서실,1,7,가격 문의,,Q,,1인실이랑 다인실 비용이 어떻게 돼요?,,,,"1인실, 다인실, 비용",,"1인실/열람실종류, 다인실/열람실종류"
점원,다인실은 학생 11만7천 원이고 1인실은 15만 원이에요,홍은민_독서실_3,E,생활서비스,독서실,0,8,가격 문의,,A,,,,,다인실은 학생 11만7천 원이고 1인실은 15만 원이에요,"다인실, 학생, 11만7천 원, 1인실, 15만 원",,"다인실/열람실종류, 11만7천 원/이용요금, 1인실/열람실종류, 15만 원/이용요금"
고객,1인실이든 다인실이든 남학생 여학생 따로 되어있죠?,홍은민_독서실_3,E,생활서비스,독서실,1,9,성별 분리룸 유무 문의,,Q,,1인실이든 다인실이든 남학생 여학생 따로 되어있죠?,,,,"1인실, 다인실, 남학생, 여학생",,"1인실/열람실종류, 다인실/열람실종류, 남학생/성별, 여학생/성별"
점원,저희는 남녀구분이 확실하게 다 되어있어요,홍은민_독서실_3,E,생활서비스,독서실,0,10,성별 분리룸 유무 문의,,A,,,,,저희는 남녀구분이 확실하게 다 되어있어요,남녀,,남녀/성별
고객,자리는 지정석인가요?,홍은민_독서실_3,E,생활서비스,독서실,1,11,지정석 문의,,Q,,자리는 지정석인가요?,,,,"자리, 지정석",,지정석/자리종류
점원,네 1인실은 물론이고 다인실도 다 지정석이에요,홍은민_독서실_3,E,생활서비스,독서실,0,12,지정석 문의,,A,,,,,네 1인실은 물론이고 다인실도 다 지정석이에요,"1인실, 다인실, 지정석",,"1인실/열람실종류, 다인실/열람실종류, 지정석/자리종류"
고객,저녁에는 몇 시까지 영업하나요?,홍은민_독서실_3,E,생활서비스,독서실,1,13,퇴실 시간 문의,,Q,,저녁에는 몇 시까지 영업하나요?,,,,"저녁, 몇 시, 영업",,몇 시/마감시간
점원,새벽 1시까지 영업합니다,홍은민_독서실_3,E,생활서비스,독서실,0,14,퇴실 시간 문의,,A,,,,,새벽 1시까지 영업합니다,"새벽 1시, 영업",,새벽 1시/마감시간
고객,휴무일은 언제인가요?,홍은민_독서실_3,E,생활서비스,독서실,1,15,휴일 문의,,Q,,휴무일은 언제인가요?,,,,휴무일,,
점원,명절 당일만 빼고는 모두 다 영업합니다,홍은민_독서실_3,E,생활서비스,독서실,0,16,휴일 문의,,A,,,,,명절 당일만 빼고는 모두 다 영업합니다,"명절, 당일, 영업",,명절/휴무일
고객,관리하시는 분 항상 있으신거죠?,홍은민_독서실_3,E,생활서비스,독서실,1,17,입실사무 담당자 문의,,Q,,관리하시는 분 항상 있으신거죠?,,,,관리하시는 분,분/사람,
점원,네 마감시간까지 관리하는 사람이 자리 지키고 있어요,홍은민_독서실_3,E,생활서비스,독서실,0,18,입실사무 담당자 문의,,A,,,,,네 마감시간까지 관리하는 사람이 자리 지키고 있어요,"마감시간, 관리하는 사람, 자리",,
고객,스터디룸은 어떤거에요?,홍은민_독서실_3,E,생활서비스,독서실,1,19,독서실 내 시설 문의,,Q,,스터디룸은 어떤거에요?,,,,스터디룸,,스터디룸/열람실종류
점원,학생들이 공부 안 될 때 스터디룸가서 공부해요,홍은민_독서실_3,E,생활서비스,독서실,0,20,독서실 내 시설 문의,,A,,,,,학생들이 공부 안 될 때 스터디룸가서 공부해요,"학생, 공부, 스터디룸",,스터디룸/열람실종류
고객,여기 4층은 스터디카페인가요?,홍은민_독서실_4,E,생활서비스,독서실,1,1,독서실 내 시설 문의,,Q,,여기 4층은 스터디카페인가요?,,,,"4층, 스터디카페",,"4층/층수, 스터디카페/열람실종류"
점원,네 스터디카페 개념인데 여기는 다른데랑 다르게 자유롭게 앉고 싶은 자리 앉을 수 있고 자유로운 분위기에요,홍은민_독서실_4,E,생활서비스,독서실,0,2,독서실 내 시설 문의,,A,,,,,네 스터디카페 개념인데 여기는 다른데랑 다르게 자유롭게 앉고 싶은 자리 앉을 수 있고 자유로운 분위기에요,"스터디카페, 개념, 자리, 분위기",,스터디카페/열람실종류
고객,5층도 이런식으로 되어 있나요?,홍은민_독서실_4,E,생활서비스,독서실,1,3,운영하는 층에 관한 문의,,Q,,5층도 이런식으로 되어 있나요?,,,,5층,,5층/층수
점원,5층은 좀 다른 스타일이에요,홍은민_독서실_4,E,생활서비스,독서실,0,4,운영하는 층에 관한 문의,,A,,,,,5층은 좀 다른 스타일이에요,"5층, 스타일",,5층/층수
고객,4층은 개방적인데 5층은 어떤 스타일이에요?,홍은민_독서실_4,E,생활서비스,독서실,1,5,운영하는 층에 관한 문의,,Q,,4층은 개방적인데 5층은 어떤 스타일이에요?,,,,"4층, 개방적, 5층, 스타일",,
점원,5층은 스터디룸이라해서 한달 결제하시면 한달 4시간 무료로 이용할 수 있으세요,홍은민_독서실_4,E,생활서비스,독서실,0,6,운영하는 층에 관한 문의,,A,,,,,5층은 스터디룸이라해서 한달 결제하시면 한달 4시간 무료로 이용할 수 있으세요,"5층, 스터디룸, 한달, 결제, 한달, 4시간, 무료",,"5층/층수, 스터디룸/열람실종류, 한달/이용기간, 4시간/이용시간"
고객,방이 남학생 여학생 성별 구분되어있나요?,홍은민_독서실_4,E,생활서비스,독서실,1,7,성별 분리룸 유무 문의,,Q,,방이 남학생 여학생 성별 구분되어있나요?,,,,"방, 남학생, 여학생, 성별",,"남학생/성별, 여학생/성별"
점원,네 물론 성별 구분 다 되어있어요,홍은민_독서실_4,E,생활서비스,독서실,0,8,성별 분리룸 유무 문의,,A,,,,,네 물론 성별 구분 다 되어있어요,성별,,
고객,자리는 고정석인가요?,홍은민_독서실_4,E,생활서비스,독서실,1,9,지정석 문의,,Q,,자리는 고정석인가요?,,,,"자리, 고정석",,고정석/자리종류
점원,자리는 고정석입니다,홍은민_독서실_4,E,생활서비스,독서실,0,10,지정석 문의,,A,,,,,자리는 고정석입니다,"자리, 고정석",,고정석/자리종류
고객,4층은 자유석인가요?,홍은민_독서실_4,E,생활서비스,독서실,1,11,운영하는 층에 관한 문의,,Q,,4층은 자유석인가요?,,,,"4층, 자유석",,"4층/층수, 자유석/자리종류"
점원,네 4층은 자유석 맞습니다,홍은민_독서실_4,E,생활서비스,독서실,0,12,운영하는 층에 관한 문의,,A,,,,,네 4층은 자유석 맞습니다,"4층, 자유석",,"4층/층수, 자유석/자리종류"
고객,하루에 얼마인가요?,홍은민_독서실_4,E,생활서비스,독서실,1,13,가격 문의,,Q,,하루에 얼마인가요?,,,,하루,,하루/이용기간
점원,1일 이용하시는 거는 만 원입니다,홍은민_독서실_4,E,생활서비스,독서실,0,14,가격 문의,,A,,,,,1일 이용하시는 거는 만 원입니다,"1일, 만 원",,"1일/이용기간, 만 원/이용요금"
고객,그러면 한달에는 얼마인가요?,홍은민_독서실_4,E,생활서비스,독서실,1,15,가격 문의,,Q,,그러면 한달에는 얼마인가요?,,,,한달,,한달/이용기간
점원,한달에는 18만 원 20만 원 23만 원 인데 오픈행사를 하고 있어서 현금으로 하면 20프로 할인 되세요,홍은민_독서실_4,E,생활서비스,독서실,0,16,할인 문의,,A,,,,,한달에는 18만 원 20만 원 23만 원 인데 오픈행사를 하고 있어서 현금으로 하면 20프로 할인 되세요,"한달, 18만 원, 20만 원, 23만 원, 오픈행사, 현금, 20프로, 할인",,"한달/이용기간, 18만 원/이용요금, 20만 원/이용요금, 23만 원/이용요금, 현금/결제수단, 20프로/할인율"
고객,여기 저녁에는 몇 시까지 영업하나요?,홍은민_독서실_4,E,생활서비스,독서실,1,17,퇴실 시간 문의,,Q,,여기 저녁에는 몇 시까지 영업하나요?,,,,"저녁, 몇 시, 영업",,몇 시/마감시간
점원,평일에는 아침 9시부터 새벽 1시반까지하고 주말에는 아침 8시반부터 새벽 1시까지 영업해요,홍은민_독서실_4,E,생활서비스,독서실,0,18,이용 시간 문의,,A,,,,,평일에는 아침 9시부터 새벽 1시반까지하고 주말에는 아침 8시반부터 새벽 1시까지 영업해요,"평일, 아침 9시, 새벽 1시반, 주말, 아침 8시반, 새벽 1시, 영업",,"아침 9시/오픈시간, 새벽 1시반/마감시간, 아침 8시반/오픈시간, 새벽 1시/마감시간"
고객,우리 애가 독서실에서 공부하고 싶어해서 분위기 보려 왔어요,홍은민_독서실_5,E,생활서비스,독서실,1,1,열람실 보기 요청,,Q,,우리 애가 독서실에서 공부하고 싶어해서 분위기 보려 왔어요,,,,"애, 독서실, 공부, 분위기",,
점원,학생이 사용하는 건가요?,홍은민_독서실_5,E,생활서비스,독서실,0,2,입실 가능 문의,신분,Q,,,학생이 사용하는 건가요?,,,"학생, 사용",,
고객,네 고등학교 여학생이에요,홍은민_독서실_5,E,생활서비스,독서실,1,3,입실 가능 문의,신분,A,,,,네 고등학교 여학생이에요,,"고등학교, 여학생",,여학생/성별
점원,잠시만 기다리시면 방 보여드릴게요,홍은민_독서실_5,E,생활서비스,독서실,0,4,열람실 보기 요청,,A,1,,,,잠시만 기다리시면 방 보여드릴게요,방,,
고객,여기 여학생하고 남학생하고 구분 되어 있어요?,홍은민_독서실_5,E,생활서비스,독서실,1,5,성별 분리룸 유무 문의,,Q,,여기 여학생하고 남학생하고 구분 되어 있어요?,,,,"여학생, 남학생",,"여학생/성별, 남학생/성별"
점원,네 당연히 방은 성별 구분되어 있습니다,홍은민_독서실_5,E,생활서비스,독서실,0,6,성별 분리룸 유무 문의,,A,,,,,네 당연히 방은 성별 구분되어 있습니다,"방, 성별",,
고객,저희 아이 할만한 방이 어디 있을까요?,홍은민_독서실_5,E,생활서비스,독서실,1,7,독서실 내 시설 문의,,Q,,저희 아이 할만한 방이 어디 있을까요?,,,,"아이, 방",,
점원,학생 학년이 어떻게 되죠?,홍은민_독서실_5,E,생활서비스,독서실,0,8,입실 가능 문의,신분,Q,,,학생 학년이 어떻게 되죠?,,,"학생, 학년",,
고객,이제 고등학교 2학년 돼요,홍은민_독서실_5,E,생활서비스,독서실,1,9,입실 가능 문의,신분,A,,,,이제 고등학교 2학년 돼요,,"고등학교, 2학년",,
